r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time,Principale1,Principale2,Cluster
0,0,0,748372,51936,493648,0,0,0,0,128,152,0,1,99,0,0,0 2025-10-22,"-3,721064151","-0,024017491",12
0,0,0,749128,51936,493648,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22,"-3,727600649","-0,005509476",12
1,0,0,748876,51936,493648,0,0,0,0,128,161,1,0,99,0,0,0 2025-10-22,"-3,627230453","0,0030123658",12
0,0,0,748876,51936,493648,0,0,0,0,145,157,0,1,99,0,0,0 2025-10-22,"-3,723701741","-0,011424323",12
0,0,0,749380,51936,493648,0,0,0,0,128,155,0,1,99,0,0,0 2025-10-22,"-3,729487081","0,0007021811",12
0,0,0,749632,51936,493648,0,0,0,0,234,225,0,2,99,0,0,0 2025-10-22,"-3,703124003","0,0105626157",12
0,0,0,749128,51936,493648,0,0,0,0,131,160,1,0,99,0,0,0 2025-10-22,"-3,727574372","-0,005397181",12
0,0,0,749128,51936,493648,0,0,0,0,130,152,0,1,99,0,0,0 2025-10-22,"-3,727261889","-0,005460895",12
0,0,0,749380,51944,493648,0,0,0,6,125,164,0,1,99,0,0,0 2025-10-22,"-3,725253055","-0,011905316",12
0,0,0,749380,51944,493648,0,0,0,0,129,154,0,1,99,0,0,0 2025-10-22,"-3,730095941","0,0200476162",12
0,0,0,749632,51944,493648,0,0,0,0,136,159,0,1,99,0,0,0 2025-10-22,"-3,731484274","0,0263348072",12
0,0,0,749632,51944,493648,0,0,0,2,130,156,0,1,99,0,0,0 2025-10-22,"-3,730434639","0,0155983645",12
0,0,0,749884,51944,493648,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,734470061","0,0323836353",12
0,0,0,750136,51944,493652,0,0,0,0,148,163,1,1,99,0,0,0 2025-10-22,"-3,720728575","0,0650264587",13
0,0,0,750136,51944,493652,0,0,0,0,135,153,0,1,99,0,0,0 2025-10-22,"-3,739000014","0,0627633209",13
0,0,0,750388,51952,493652,0,0,0,8,133,159,1,1,99,0,0,0 2025-10-22,"-3,718340992","0,0477421616",13
0,0,0,750388,51952,493652,0,0,0,0,141,154,0,1,99,0,0,0 2025-10-22,"-3,741246256","0,0883581803",13
0,0,0,750388,51952,493652,0,0,0,0,126,155,1,1,99,0,0,0 2025-10-22,"-3,725646943","0,0902241116",13
0,0,0,750640,51952,493652,0,0,0,2,147,159,0,1,99,0,0,0 2025-10-22,"-3,741073408","0,0839854098",13
0,0,0,750640,51952,493652,0,0,0,0,123,155,1,1,99,0,0,0 2025-10-22,"-3,728033685","0,0963623257",13
0,0,0,750640,51952,493652,0,0,0,0,122,151,0,1,99,0,0,0 2025-10-22,"-3,745107033","0,0942779601",13
1,0,0,750892,51952,493652,0,0,0,0,220,217,1,1,99,0,0,0 2025-10-22,"-3,621682647","0,118659341",13
0,0,0,750892,51952,493652,0,0,0,0,131,156,0,1,99,0,0,0 2025-10-22,"-3,746320368","0,1005909607",13
1,0,0,751396,51952,493652,0,0,0,0,136,174,1,1,99,0,0,0 2025-10-22,"-3,634342455","0,1297578072",13
0,0,0,751648,51952,493652,0,0,0,0,131,154,0,1,99,0,0,0 2025-10-22,"-3,752742472","0,1191137752",13
0,0,0,751648,51952,493652,0,0,0,0,123,152,1,0,99,0,0,0 2025-10-22,"-3,754089284","0,1190214886",13
0,0,0,751900,51952,493652,0,0,0,0,135,156,0,1,99,0,0,0 2025-10-22,"-3,754467354","0,1253502945",13
0,0,0,751900,51952,493652,0,0,0,0,121,149,0,1,99,0,0,0 2025-10-22,"-3,755865126","0,125141727",13
0,0,0,752152,51952,493652,0,0,0,0,132,159,0,1,99,0,0,0 2025-10-22,"-3,756780045","0,1315004658",13
0,0,0,752152,51952,493652,0,0,0,0,120,151,0,1,99,0,0,0 2025-10-22,"-3,758027503","0,1313137222",13
0,0,0,752656,51952,493652,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22,"-3,761439135","0,1437916943",13
0,0,0,752656,51952,493652,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,761540082","0,1437778418",13
0,0,0,752656,51952,493652,0,0,0,0,132,157,0,1,99,0,0,0 2025-10-22,"-3,761077903","0,1438463517",13
0,0,0,751900,51976,493656,0,0,0,46,207,238,1,1,98,0,0,0 2025-10-22,"-3,688113314","-0,03318287",12
0,0,0,752152,51976,493656,0,0,0,0,128,159,0,1,99,0,0,0 2025-10-22,"-3,762176711","0,2135698703",13
0,0,0,751900,51984,493656,0,0,0,118,155,184,1,1,99,0,0,0 2025-10-22,"-3,643585293","-0,398943293",11
0,0,0,751900,51984,493656,0,0,0,0,225,228,0,1,99,0,0,0 2025-10-22,"-3,750533557","0,22825624",13
0,0,0,751648,51984,493656,0,0,0,0,129,149,0,1,99,0,0,0 2025-10-22,"-3,758759235","0,2205255768",13
0,0,0,753160,51992,493628,0,0,0,12,197,265,2,1,97,0,0,0 2025-10-22,"-3,681935409","0,0515451441",13
0,0,0,751396,51992,493628,0,0,0,0,226,295,1,2,97,0,0,0 2025-10-22,"-3,673082339","0,0726638714",13
0,0,0,751648,51992,493636,0,0,0,52,222,372,1,1,98,0,0,0 2025-10-22,"-3,662608021","-0,152457656",12
0,0,0,750136,51992,493636,0,0,0,0,237,402,1,1,98,0,0,0 2025-10-22,"-3,69067525","0,0876173882",13
0,0,0,749380,51992,493636,0,0,0,0,129,155,0,1,99,0,0,0 2025-10-22,"-3,725006364","0,0637362718",13
0,0,0,749128,52000,493636,0,0,0,6,143,168,0,1,99,0,0,0 2025-10-22,"-3,717061876","0,0451871711",13
0,0,0,748876,52000,493636,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,721579862","0,0706971066",13
0,0,0,748372,52000,493636,0,0,0,2,134,164,1,1,99,0,0,0 2025-10-22,"-3,697985614","0,0498739302",13
0,0,0,747868,52000,493636,0,0,0,0,132,163,1,1,99,0,0,0 2025-10-22,"-3,695585486","0,0481373342",13
0,0,0,747364,52000,493636,0,0,0,0,120,151,0,1,99,0,0,0 2025-10-22,"-3,709570302","0,0335252725",12
0,0,0,747112,52000,493636,0,0,0,0,137,160,0,1,99,0,0,0 2025-10-22,"-3,70573642","0,0276035973",12
0,0,0,746608,52000,493636,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,702412287","0,0151127204",12
0,0,0,746356,52000,493636,0,0,0,0,129,151,0,1,99,0,0,0 2025-10-22,"-3,70028583","0,0089337014",12
0,0,0,745852,52000,493636,0,0,0,0,229,224,0,1,99,0,0,0 2025-10-22,"-3,685485524","-0,001838716",12
0,0,0,745600,52000,493636,0,0,0,0,131,158,0,1,99,0,0,0 2025-10-22,"-3,69356531","-0,009543375",12
0,0,0,745096,52000,493636,0,0,0,0,143,182,1,1,99,0,0,0 2025-10-22,"-3,670787306","-0,019591199",12
0,0,0,745096,52000,493636,0,0,0,0,160,185,0,1,99,0,0,0 2025-10-22,"-3,686112885","-0,021415378",12
0,0,0,745096,52000,493636,0,0,0,2,128,152,0,1,99,0,0,0 2025-10-22,"-3,688078738","-0,032606917",12
0,0,0,745348,52008,493628,0,0,0,84,146,174,0,1,99,0,0,0 2025-10-22,"-3,615097427","-0,491525774",11
0,0,0,745852,52008,493636,0,0,0,0,127,153,0,1,99,0,0,0 2025-10-22,"-3,696834645","0,015898522",12
0,0,0,746356,52008,493636,0,0,0,0,134,155,0,1,99,0,0,0 2025-10-22,"-3,700421275","0,0283506845",12
0,0,0,746608,52016,493636,0,0,0,16,130,154,0,1,99,0,0,0 2025-10-22,"-3,690402428","-0,031367929",12
0,0,0,747112,52016,493636,0,0,0,0,121,155,0,1,99,0,0,0 2025-10-22,"-3,708603172","0,0660502237",13
0,0,0,747364,52016,493636,0,0,0,0,116,151,0,1,99,0,0,0 2025-10-22,"-3,711263647","0,0721466853",13
0,0,0,747868,52016,493636,0,0,0,2,128,162,1,0,99,0,0,0 2025-10-22,"-3,7131394","0,0740711101",13
0,0,0,748372,52016,493636,0,0,0,0,144,161,0,1,99,0,0,0 2025-10-22,"-3,71706382","0,0972555921",13
0,0,0,748624,52016,493636,0,0,0,0,130,154,0,1,99,0,0,0 2025-10-22,"-3,720585837","0,1032239532",13
1,0,0,749128,52016,493636,0,0,0,0,124,160,0,0,99,0,0,0 2025-10-22,"-3,644238298","0,1281089056",13
0,0,0,749632,52016,493640,0,0,0,0,222,229,1,1,99,0,0,0 2025-10-22,"-3,70532616","0,1555848336",13
0,0,0,749884,52016,493640,0,0,0,0,126,152,0,1,99,0,0,0 2025-10-22,"-3,734638074","0,1581604812",13
0,0,0,750892,52016,493640,0,0,0,0,129,158,1,1,99,0,0,0 2025-10-22,"-3,725837342","0,1849863424",13
0,0,0,750640,52024,493640,0,0,0,6,126,154,0,1,99,0,0,0 2025-10-22,"-3,736687075","0,1640945846",13
0,0,0,750640,52024,493640,0,0,0,0,124,154,0,1,99,0,0,0 2025-10-22,"-3,741808115","0,1960099449",13
0,0,0,751144,52024,493640,0,0,0,2,127,154,0,1,99,0,0,0 2025-10-22,"-3,744145428","0,19775546",13
0,0,0,750892,52024,493640,0,0,0,0,134,162,1,1,99,0,0,0 2025-10-22,"-3,725972787","0,2044033254",13
0,0,0,750892,52024,493640,0,0,0,0,134,160,0,1,99,0,0,0 2025-10-22,"-3,742909268","0,2023398361",13
0,0,0,751144,52024,493640,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,745569743","0,2084362977",13
0,0,0,751144,52024,493640,0,0,0,0,121,149,0,1,99,0,0,0 2025-10-22,"-3,746442522","0,2083051591",13
0,0,0,751396,52024,493648,0,0,0,0,162,242,1,1,99,0,0,0 2025-10-22,"-3,731859892","0,2656603258",13
0,0,0,751144,52024,493648,0,0,0,0,238,473,1,1,98,0,0,0 2025-10-22,"-3,709113817","0,2623014839",13
0,0,0,751396,52024,493648,0,0,0,0,136,158,0,1,99,0,0,0 2025-10-22,"-3,753095422","0,2629344826",13
0,0,0,751396,52024,493648,0,0,0,0,125,153,0,1,99,0,0,0 2025-10-22,"-3,754181329","0,262772601",13
0,0,0,751648,52024,493648,0,0,0,0,131,159,0,1,99,0,0,0 2025-10-22,"-3,755632478","0,2690508728",13
0,0,0,751648,52024,493648,0,0,0,0,223,222,0,1,99,0,0,0 2025-10-22,"-3,746027492","0,2704892167",13
0,0,0,751900,52024,493648,0,0,0,0,131,158,0,1,99,0,0,0 2025-10-22,"-3,757781407","0,2752238158",13
0,0,0,751900,52024,493648,0,0,0,0,131,172,1,0,99,0,0,0 2025-10-22,"-3,758033285","0,2752985391",13
0,0,0,751900,52024,493648,0,0,0,0,139,159,0,1,99,0,0,0 2025-10-22,"-3,757056732","0,2753310401",13
0,0,0,751396,52024,493648,0,0,0,0,125,158,0,1,99,0,0,0 2025-10-22,"-3,75405791","0,2627925295",13
1,0,0,750892,52024,493648,0,0,0,0,120,160,0,1,99,0,0,0 2025-10-22,"-3,65174006","0,2650033239",13
0,0,0,750640,52024,493648,0,0,0,0,131,155,0,1,99,0,0,0 2025-10-22,"-3,747234232","0,2443272155",13
0,0,0,750136,52024,493648,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22,"-3,743335737","0,2319217389",13
0,0,0,749632,52024,493648,0,0,0,0,121,154,0,1,99,0,0,0 2025-10-22,"-3,739636924","0,219486467",13
0,0,0,749380,52024,493648,0,0,0,0,137,160,1,1,99,0,0,0 2025-10-22,"-3,719077479","0,2155954478",13
0,0,0,749128,52024,493648,0,0,0,0,126,149,0,1,99,0,0,0 2025-10-22,"-3,735074358","0,2071772053",13
0,0,0,748624,52024,493648,0,0,0,0,128,165,0,0,99,0,0,0 2025-10-22,"-3,747740493","0,1928763345",13
0,0,0,748120,52024,493648,0,0,0,0,127,157,0,1,99,0,0,0 2025-10-22,"-3,726292407","0,1825142813",13
0,0,0,747868,52024,493648,0,0,0,0,126,156,0,1,99,0,0,0 2025-10-22,"-3,724280344","0,1763204621",13
0,0,0,747364,52024,493648,0,0,0,0,128,161,0,1,99,0,0,0 2025-10-22,"-3,719733436","0,164012343",13
0,0,0,747112,52024,493648,0,0,0,0,230,224,0,1,99,0,0,0 2025-10-22,"-3,707129216","0,1594028066",13
0,0,0,746608,52024,493648,0,0,0,0,126,154,0,1,99,0,0,0 2025-10-22,"-3,713708485","0,1454278475",13
0,0,0,746104,52024,493648,0,0,0,0,129,157,0,1,99,0,0,0 2025-10-22,"-3,709123446","0,1331246619",13
0,0,0,745852,52032,493648,0,0,0,6,129,163,0,1,99,0,0,0 2025-10-22,"-3,70257673","0,1143669937",13
0,0,0,745348,52032,493648,0,0,0,0,143,165,0,1,99,0,0,0 2025-10-22,"-3,701999929","0,1341429453",13
0,0,0,745096,52032,493648,0,0,0,2,130,159,0,1,99,0,0,0 2025-10-22,"-3,699512592","0,117127283",13
0,0,0,744592,52032,493648,0,0,0,0,132,161,0,1,99,0,0,0 2025-10-22,"-3,696688417","0,1154542635",13
0,0,0,744340,52032,493648,0,0,0,0,127,160,1,1,99,0,0,0 2025-10-22,"-3,678139236","0,111264343",13
0,0,0,743836,52032,493648,0,0,0,0,128,157,0,1,99,0,0,0 2025-10-22,"-3,690764412","0,0968559154",13
0,0,0,743836,52032,493648,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,690701597","0,0968648346",13
0,0,0,743836,52032,493648,0,0,0,0,126,157,0,1,99,0,0,0 2025-10-22,"-3,69093941","0,0968301058",13
1,0,0,744088,52032,493648,0,0,0,0,123,153,0,1,99,0,0,0 2025-10-22,"-3,594967401","0,1175735814",13
0,0,0,744088,52032,493648,0,0,0,0,130,162,1,1,99,0,0,0 2025-10-22,"-3,675703127","0,1051341002",13
0,0,0,744340,52032,493648,0,0,0,0,122,155,0,1,99,0,0,0 2025-10-22,"-3,695587264","0,1091243723",13
0,0,0,744592,52032,493648,0,0,0,0,124,158,0,1,99,0,0,0 2025-10-22,"-3,69746246","0,1153390677",13
0,0,0,744592,52032,493648,0,0,0,0,225,225,1,1,99,0,0,0 2025-10-22,"-3,670084135","0,1189650159",13
0,0,0,744592,52032,493648,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22,"-3,696414683","0,115496016",13
0,0,0,744844,52032,493648,0,0,0,0,134,183,1,1,99,0,0,0 2025-10-22,"-3,681207506","0,1238002054",13
0,0,0,744844,52032,493648,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22,"-3,698651111","0,1216560541",13
0,0,0,744844,52032,493648,0,0,0,0,131,154,0,1,99,0,0,0 2025-10-22,"-3,699072948","0,1215903873",13
0,0,0,744844,52032,493648,0,0,0,0,126,156,0,1,99,0,0,0 2025-10-22,"-3,699461075","0,1215338346",13
0,0,0,744844,52032,493648,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22,"-3,698651111","0,1216560541",13
0,0,0,744844,52032,493648,0,0,0,0,132,153,0,1,99,0,0,0 2025-10-22,"-3,699010133","0,1215993064",13
0,0,0,744844,52032,493648,0,0,0,0,122,156,0,1,99,0,0,0 2025-10-22,"-3,699811071","0,1214822153",13
0,0,0,744844,52032,493648,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,699324208","0,1215547108",13
0,0,0,745852,52032,493648,0,0,0,0,118,152,0,1,99,0,0,0 2025-10-22,"-3,708756783","0,1461223677",13
0,0,0,746608,52032,493648,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,714243293","0,1647852398",13
0,0,0,746608,52032,493652,0,0,0,0,144,168,1,1,99,0,0,0 2025-10-22,"-3,698604138","0,1912194439",13
0,0,0,747616,52032,493652,0,0,0,0,126,160,0,1,99,0,0,0 2025-10-22,"-3,725760685","0,2136074679",13
0,0,0,747868,52032,493652,0,0,0,0,116,152,0,1,99,0,0,0 2025-10-22,"-3,72895739","0,2196234626",13
0,0,0,748372,52032,493652,0,0,0,0,232,226,1,1,99,0,0,0 2025-10-22,"-3,704342285","0,2358247404",13
0,0,0,748624,52032,493652,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22,"-3,73374612","0,2383916637",13
1,0,0,749128,52032,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22,"-3,63992304","0,2653080822",13
0,0,0,749884,52040,493644,0,0,0,6,128,155,0,1,99,0,0,0 2025-10-22,"-3,734489653","0,2083781018",13
0,0,0,750136,52040,493652,0,0,0,0,126,160,0,1,99,0,0,0 2025-10-22,"-3,747674813","0,2947132703",13
0,0,0,750640,52040,493652,0,0,0,0,118,149,0,1,99,0,0,0 2025-10-22,"-3,752894817","0,3069200461",13
0,0,0,750892,52040,493652,0,0,0,2,143,162,0,1,99,0,0,0 2025-10-22,"-3,750862018","0,302824353",13
0,0,0,751648,52040,493652,0,0,0,0,123,160,0,1,99,0,0,0 2025-10-22,"-3,760682782","0,3317361276",13
0,0,0,751900,52040,493652,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22,"-3,761833302","0,3380580473",13
0,0,0,751648,52040,493652,0,0,0,0,126,152,0,1,99,0,0,0 2025-10-22,"-3,760617756","0,3317429564",13
0,0,0,751900,52040,493652,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,762506399","0,3379567041",13
0,0,0,751648,52040,493652,0,0,0,0,125,150,0,1,99,0,0,0 2025-10-22,"-3,760754622","0,3317220801",13
0,0,0,751900,52040,493652,0,0,0,0,127,158,1,1,99,0,0,0 2025-10-22,"-3,745619286","0,3400122221",13
0,0,0,752152,52040,493652,0,0,0,0,121,152,0,1,99,0,0,0 2025-10-22,"-3,765303741","0,3440322895",13
0,0,0,752152,52040,493652,0,0,0,0,129,160,1,0,99,0,0,0 2025-10-22,"-3,765003731","0,3441863373",13
0,0,0,752404,52040,493652,0,0,0,0,126,164,0,1,99,0,0,0 2025-10-22,"-3,766694285","0,3503215708",13
0,0,0,751900,52040,493652,0,0,0,0,226,223,0,1,99,0,0,0 2025-10-22,"-3,752239553","0,3394933532",13
0,0,0,751900,52040,493652,0,0,0,0,126,179,1,1,99,0,0,0 2025-10-22,"-3,745188424","0,3400830172",13
0,0,0,751900,52040,493652,0,0,0,0,138,169,0,1,99,0,0,0 2025-10-22,"-3,761272388","0,3381425",13
0,0,0,751144,52040,493652,0,0,0,0,127,151,0,1,99,0,0,0 2025-10-22,"-3,75630645","0,3193980182",13
0,0,0,750892,52040,493652,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22,"-3,753536003","0,3133205375",13
0,0,0,750640,52040,493652,0,0,0,0,129,159,1,0,99,0,0,0 2025-10-22,"-3,752282943","0,3071207798",13
0,0,0,750136,52040,493652,0,0,0,0,123,155,0,1,99,0,0,0 2025-10-22,"-3,748060729","0,2946546273",13
1,0,0,749884,52040,493652,0,0,0,0,124,153,0,1,99,0,0,0 2025-10-22,"-3,647440866","0,3031038363",13
0,0,0,749632,52040,493652,0,0,0,0,123,165,1,0,99,0,0,0 2025-10-22,"-3,744162852","0,2823595505",13
0,0,0,749380,52040,493652,0,0,0,0,118,156,0,1,99,0,0,0 2025-10-22,"-3,742100804","0,2760633029",13
0,0,0,748876,52040,493652,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22,"-3,737663868","0,263736203",13
0,0,0,748876,52040,493652,0,0,0,0,136,164,0,1,99,0,0,0 2025-10-22,"-3,736079861","0,2639736183",13
0,0,0,748624,52040,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22,"-3,734803711","0,2576695367",13
0,0,0,748372,52040,493652,0,0,0,0,124,158,0,1,99,0,0,0 2025-10-22,"-3,733029461","0,2514409888",13
0,0,0,747868,52040,493652,0,0,0,0,127,157,0,1,99,0,0,0 2025-10-22,"-3,728543157","0,2391218603",13
0,0,0,747616,52040,493652,0,0,0,0,234,227,1,1,98,0,0,0 2025-10-22,"-3,690171603","0,2375768867",13
0,0,0,747112,52040,493652,0,0,0,0,131,160,0,1,99,0,0,0 2025-10-22,"-3,721746374","0,2206546509",13
0,0,0,746860,52048,493652,0,0,0,6,128,160,0,1,99,0,0,0 2025-10-22,"-3,715610258","0,2018343539",13
0,0,0,746356,52048,493652,0,0,0,0,132,167,0,1,99,0,0,0 2025-10-22,"-3,715785027","0,2215011858",13
0,0,0,746104,52048,493652,0,0,0,0,132,160,0,1,99,0,0,0 2025-10-22,"-3,713833568","0,2152963572",13
0,0,0,745852,52048,493652,0,0,0,2,136,155,0,1,99,0,0,0 2025-10-22,"-3,709834066","0,1985040627",13
0,0,0,745600,52048,493652,0,0,0,0,132,159,1,1,99,0,0,0 2025-10-22,"-3,692722648","0,2049940322",13
0,0,0,745348,52048,493652,0,0,0,0,129,169,0,1,99,0,0,0 2025-10-22,"-3,707501175","0,1967627283",13
0,0,0,745096,52056,493652,0,0,0,8,123,153,0,1,99,0,0,0 2025-10-22,"-3,700373816","0,1671928888",13
0,0,0,744592,52056,493652,0,0,0,0,119,158,0,1,99,0,0,0 2025-10-22,"-3,702946625","0,1973955673",13
0,0,0,744340,52056,493652,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22,"-3,700770801","0,1912245198",13
0,0,0,744088,52056,493652,0,0,0,2,154,173,0,1,99,0,0,0 2025-10-22,"-3,693616733","0,1749061081",13
0,0,0,743836,52056,493652,0,0,0,0,122,154,0,1,99,0,0,0 2025-10-22,"-3,696410128","0,1788875531",13
1,0,0,743836,52056,493652,0,0,0,0,124,157,0,1,99,0,0,0 2025-10-22,"-3,597703592","0,1935465242",13
0,0,0,744088,52056,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22,"-3,697910644","0,1851578535",13
0,0,0,743836,52056,493652,0,0,0,0,231,227,1,1,99,0,0,0 2025-10-22,"-3,668183708","0,1826406541",13
0,0,0,744592,52056,493652,0,0,0,0,138,181,1,1,99,0,0,0 2025-10-22,"-3,683829303","0,1997879484",13
0,0,0,744340,52056,493652,0,0,0,0,151,174,0,1,99,0,0,0 2025-10-22,"-3,697627472","0,1916953646",13
0,0,0,744340,52056,493652,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22,"-3,70007302","0,1913298488",13
0,0,0,744340,52056,493652,0,0,0,0,124,159,0,1,99,0,0,0 2025-10-22,"-3,700360201","0,1912871486",13
0,0,0,744340,52056,493656,0,0,0,0,120,155,0,1,99,0,0,0 2025-10-22,"-3,703840579","0,2153310619",13
0,0,0,744340,52056,493656,0,0,0,0,122,151,0,1,99,0,0,0 2025-10-22,"-3,703764317","0,2153409288",13
0,0,0,744340,52056,493656,0,0,0,0,118,151,1,1,99,0,0,0 2025-10-22,"-3,687227199","0,2173448274",13
0,0,0,744340,52056,493656,0,0,0,0,137,163,0,1,99,0,0,0 2025-10-22,"-3,702155626","0,2155823297",13
0,0,0,744592,52056,493656,0,0,0,0,126,159,0,1,99,0,0,0 2025-10-22,"-3,705341095","0,2216013624",13
0,0,0,745348,52056,493656,0,0,0,0,129,158,0,1,99,0,0,0 2025-10-22,"-3,711476018","0,240166877",13
0,0,0,745600,52064,493656,0,0,0,8,150,174,0,1,99,0,0,0 2025-10-22,"-3,705444796","0,2234268679",13
0,0,0,746356,52064,493656,0,0,0,0,142,164,0,1,99,0,0,0 2025-10-22,"-3,719359085","0,2844027847",13
0,0,0,746860,52064,493656,0,0,0,2,132,168,0,1,99,0,0,0 2025-10-22,"-3,722735149","0,2859964798",13
0,0,0,747364,52064,493656,0,0,0,0,128,160,0,1,99,0,0,0 2025-10-22,"-3,729179787","0,3089138888",13
0,0,0,747616,52072,493664,0,0,0,12,285,398,1,2,97,0,0,0 2025-10-22,"-3,657623267","0,3276679557",13
0,0,0,747616,52072,493664,0,0,0,40,142,170,0,1,99,0,0,0 2025-10-22,"-3,703593561","0,1699296764",13
0,0,0,747616,52072,493664,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22,"-3,738400233","0,3825956272",13
0,0,0,747616,52080,493664,0,0,0,30,134,164,0,1,99,0,0,0 2025-10-22,"-3,713356734","0,2423743228",13
1,0,0,747616,52080,493664,0,0,0,0,122,154,0,1,99,0,0,0 2025-10-22,"-3,640926285","0,4165066617",13
0,0,0,747616,52080,493664,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22,"-3,738921593","0,4019539672",13
0,0,0,747868,52080,493664,0,0,0,24,141,163,1,1,99,0,0,0 2025-10-22,"-3,7029521","0,2826342874",13
0,0,0,748372,52080,493664,0,0,0,0,126,157,0,0,100,0,0,0 2025-10-22,"-3,771086965","0,4175266045",13
0,0,0,748624,52080,493664,0,0,0,0,133,168,0,1,99,0,0,0 2025-10-22,"-3,746572691","0,4267909249",13
0,0,0,749128,52080,493664,0,0,0,0,125,159,0,1,99,0,0,0 2025-10-22,"-3,751743328","0,4390056722",13
1,0,0,749128,52080,493664,0,0,0,0,125,155,0,1,99,0,0,0 2025-10-22,"-3,653384577","0,4536109337",13
0,0,0,748876,52080,493664,0,0,0,0,131,167,0,1,99,0,0,0 2025-10-22,"-3,748896618","0,4329380582",13
0,0,0,749632,52080,493664,0,0,0,0,125,151,0,1,99,0,0,0 2025-10-22,"-3,756189289","0,4513276438",13
0,0,0,749128,52080,493664,0,0,0,0,125,160,1,1,99,0,0,0 2025-10-22,"-3,734831531","0,4410651758",13
0,0,0,749380,52080,493664,0,0,0,0,125,155,0,1,99,0,0,0 2025-10-22,"-3,753966308","0,445166658",13
0,0,0,749128,52080,493664,0,0,0,0,220,222,0,1,99,0,0,0 2025-10-22,"-3,741875845","0,4404827306",13
0,0,0,749128,52080,493664,0,0,0,0,139,195,0,1,99,0,0,0 2025-10-22,"-3,749629724","0,4393298254",13
0,0,0,749128,52080,493664,0,0,0,0,126,159,0,1,99,0,0,0 2025-10-22,"-3,751655829","0,439018577",13
0,0,0,749128,52080,493664,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22,"-3,751119599","0,439099044",13
0,0,0,749128,52080,493664,0,0,0,0,125,161,1,1,99,0,0,0 2025-10-22,"-3,734806847","0,4410691616",13
0,0,0,749128,52080,493664,0,0,0,0,117,148,0,1,99,0,0,0 2025-10-22,"-3,752714842","0,4388585907",13
0,0,0,749128,52080,493664,0,0,0,0,131,161,0,1,99,0,0,0 2025-10-22,"-3,751168966","0,4390910726",13
0,0,0,749128,52080,493664,0,0,0,0,124,155,0,1,99,0,0,0 2025-10-22,"-3,751929562","0,4389768245",13
0,0,0,749128,52080,493664,0,0,0,0,119,169,0,1,99,0,0,0 2025-10-22,"-3,752021483","0,4389681003",13
0,0,0,749128,52080,493664,0,0,0,0,130,160,0,1,99,0,0,0 2025-10-22,"-3,751281149","0,439074182",13
0,0,0,749128,52080,493664,0,0,0,0,119,154,0,1,99,0,0,0 2025-10-22,"-3,752391741","0,4389083147",13
0,0,0,748876,52080,493664,0,0,0,0,138,160,1,1,99,0,0,0 2025-10-22,"-3,731569799","0,43505601",13
0,0,0,748372,52080,493664,0,0,0,0,113,163,0,1,99,0,0,0 2025-10-22,"-3,746321844","0,4203359712",13
0,0,0,748120,52080,493664,0,0,0,0,112,156,0,0,99,0,0,0 2025-10-22,"-3,76194245","0,4120816433",13
0,0,0,747616,52080,493664,0,0,0,0,115,157,0,1,99,0,0,0 2025-10-22,"-3,739922213","0,4018070807",13
0,0,0,747364,52080,493664,0,0,0,0,203,214,0,1,99,0,0,0 2025-10-22,"-3,728691081","0,3969929624",13
0,0,0,746860,52080,493664,0,0,0,0,113,156,0,1,99,0,0,0 2025-10-22,"-3,733749159","0,3832464994",13
0,0,0,746608,52080,493664,0,0,0,0,110,153,0,1,99,0,0,0 2025-10-22,"-3,731961462","0,3770188992",13
1,0,0,746104,52088,493664,0,0,0,6,132,164,0,1,99,0,0,0 2025-10-22,"-3,622784618","0,3670093414",13
